vorname,anzahl,geschlecht
Marie,94,w
Sophie,89,w
Maria,82,w
Alexander,73,m
Charlotte,63,w
Emilia,60,w
Paul,56,m
Emma,54,w
Sophia,52,w
Elias,49,m
Emil,49,m
Maximilian,49,m
Oskar,46,m
Felix,44,m
Noah,44,m
Luise,42,w
Jakob,41,m
Anna,41,w
Anton,40,m
Mia,40,w
Jonas,39,m
Mila,38,w
Johanna,36,w
Ali,33,m
Leonard,33,m
Elisabeth,33,w
Adam,32,m
Mira,32,w
Johann,31,m
Marlene,31,w
Theodor,31,m
Lea,30,w
Jonathan,30,m
Lukas,30,m
Benjamin,29,m
David,29,m
Julius,29,m
Karl,29,m
Julian,28,m
Vincent,28,m
Daniel,27,m
Liam,27,m
Louis,27,m
Clara,26,w
Greta,26,w
Friedrich,26,m
Leon,26,m
Luisa,24,w
Pauline,24,w
Jan,24,m
Moritz,24,m
Antonia,23,w
Mathilda,23,w
Milan,23,m
Ela,22,w
Elif,22,w
Emily,22,w
Helena,22,w
Katharina,22,w
Lina,22,w
Mina,22,w
Victoria,22,w
Luca,22,m
Max,22,m
Valentin,22,m
Ava,21,w
Julia,21,w
Lena,21,w
Fabian,21,m
Luis,21,m
Samuel,21,m
Theo,21,m
Hannah,20,w
Helene,20,w
Paula,20,w
Frederik,20,m
Gabriel,20,m
Raphael,20,m
Amelie,19,w
Elena,19,w
Elisa,19,w
Ella,19,w
Leonie,19,w
Ben,19,m
Finn,19,m
Leo,19,m
Niklas,19,m
Lara,18,w
Louise,18,w
Maja,18,w
Maya,18,w
Erik,18,m
Philipp,18,m
Richard,18,m
Simon,18,m
Frieda,17,w
Isabella,17,w
Nur,17,w
Sofia,17,w
Henri,17,m
Johannes,17,m
Levi,17,m
Michael,17,m
Laura,16,w
Matilda,16,w
Olivia,16,w
Rosa,16,w
Frida,15,w
Bruno,15,m
Isabel,15,w
Can,15,m
Viktoria,15,w
Ole,15,m
Oliver,15,m
Alma,14,w
Hanna,14,w
Benedikt,14,m
Ida,14,w
Gustav,14,m
Josephine,14,w
Ilyas,14,m
Martha,14,w
Leopold,14,m
Merle,14,w
